address,symbol,name,decimals
0xc21245787058562d9b35644d0da128c5ca14e841,KY,KaiyuanChain,18
0x4801fb60a6b0fd6d378d14ee51e64a3fc3f4e718,FST,Fintechstar Token,18
0x2506ce2d4f2d0950894336463ed7ee00ca5b3f74,EOOB,ecologyblock,18
0x7a09a51fe9ffc72aa4c5c6fc00caa93ff586a0f4,GBX,GBX TOKEN ,18
0x56918835db1a723b235c0ce594a53781c0bde8a4,mnte,Montage,18
0x8b73c84ecc9e2f723463e3b839f7adb8963a7d58,LDX,LondonKoin,18
0xf310d06a54eda5d5ae204b0aa9b5e207972d80b9,MIC,Micoin,18
0xbee64457b5a0a01ee17ce091736313234d66e6c7,NGO,BitcoinCash.ngo,18
0x685fe55d9f555be8f7418e903b4902c0732cbf53,HYDRA 2.0,HYDRA 2.0,18
0xbdb7cc2bb2aa27b97f0c98604e39220641d58b49,APF,APEFROG,
0xf420d2543dfa7f1629ddfc0e66e7b329a13c34fb,CTN,FomoFrogs,
0xa904846491e91af3a92643ea458c8728af7d805c,{},Software Licences,
0xe6609f75fd14562125dda0e7ad353a653ca11377,PCT,Pirate Conquest Token,
0xfb4ebcf2d4c629b1efadabbccc46520325457ce6,SHAZ,SHAzard.eu Token,0
0x6a37df1224caf4f1975dbacf5286e4f5a605889e,UBET,UBetCoin,0
0xcc2b4075c8a61b5cc133205666b80ce0bf0c8684,HNGMT,HINGMINT,2
0x3a862ac281abd6709a977146d6bf2e1950495795,VRRT,VRRCOIN,2
0x217fdc3f4f5061bf75a0c1c8515c8330926277da,BFC,blockchain financial capital,2
0xa7370d1bc230028c0b7303f255caf2f87f785ea8,USD,USD/ETH,4
0x9b437c7d5366aa94ba7d85015335b36703821fcd,zos,ZOS Token,4
0xda81431f26be36d9b45d13c5d0914e58bbc879e4,JYTB,金源通宝,4
0x3063b738250269de1867d558d62c80a0b1ebf98b,TEST-BY,Biying,5
0x8d1a3aaa98d3e45a63836b956818ea3f663e59c4,CORN,CORN,5
0x73dd8667a8dba4387e0dce06b60eaef907c090a2,QTH,Qthereum,6
0xd182e01307aa7d1c0d32a4b92648692802aa08c5,TUI,Crypto University,8
0xeaf3cab09eccfc06a51a5843083de725d61f3de8,APHA.cx,Aphria,8
0x1e99bb0b686cd08866d30aca0afdbcc2f945c39b,SBERru.cx,Sberbank Rossii,8
0x6770d4f08f8b60163858e02752efd954b294d7fe,SKT,SwiBank,8
0xd67b8ba377f5ee3deed1282f83d28e76bab6492d,CTC,Cordyceps traceability chain,8
0xe8770c84e2222f8ee6d799ce778cf94f9067682f,LZTC,laozhang token coin,8
0xd8eee2c3014288d8bf3a422162c542a0104f314c,Ok,Norug,9
0x9195129af1ebb2876ea100c56189f9f14eb90a20,VOTE,VOTE Token,9
0x4531049c1c4f23b296e2c1818865cd4ec6c513e5,,,18
0xf380869ca59c1290a0f8f218edb47628aa71fd76,VCHF,VCHF,18
0x29d698505ed40fcce599395edbbadb94661f3030,carat,四克拉luxe,18
0x057e754e4a21b0f00b12273977fb9076dffbdaec,CRG,Crown Global,18
0xe2d2e6abf4cfa996a16333cb5642c10e39317811,,,18
0xada78a1e7cf090db682ab9b789a8c809e51bd204,XYZ,XYZ,18
0xd0d59b363c650810395e67ca69b89b012a7eb360,RR_SAU,RR_Saudi Arabia,18
0xcca81b5cdcd4dc85fa9fa59cb37a22ef4d1629d4,BENT,BENITO,18
0x94b76eb6a1622f813d615f237a35ef2fd13fdc22,MIA,MIA,18
0xa2b7f899186782edaf50ff99b5bf533daca0c930,TYC,Teng Yuan Coin,18
0x7b8f7cf29cfc5ad320e3f3a7d48d8c5e95e0c8a8,IRB,IRobot,18
0x14c87df259e20ed18dd9955c0de082802c6ef72e,LMT_,LaomoToken,18
0xd05c4cb6b5558e268267bd68e198e826b6b83042,GMFC,德亿链,18
0xd0b0af9a6503878632e89bd3652f8efcad79d560,BHB,BHB Token,18
0x66d41949efbbca83362b4e204299a729af650e2d,UND,Undermillion Club,18
0x0d65be56f53228004206ea8e47513da77e8ee0d2,GECI,GECI Coin,18
0x15ea3354ded7a3e8d027da667aada3f8414c9c3b,Kuma,KumaToken,18
0x3d5d4a69b60f3e6cf4ea9de9b828b37a31f61091,CUA,CUA,18
0xecb3c713c2d8c4732b5a8368d04b67879068cfff,SEC,SEC Token,18
0xf51216c533b386514bcdb31193b8ec106249a5ac,XTRA,Extra Credit Token,18
0x1925fd4f9e3f56d29c826bf43ae0349f5987528c,COP,COP Token,18
0xbcadea17241351d3d1ba5a8dfca468fb4e02dc07,MLT,Mega Lotto,18
0xc3aafbe201dd0545764214c72e9bfffeee796a12,SHIP,SHIP Token,18
0x47d8e61656feecdb4fd2e7c615667a832715cba5,BTT,Bit Tap,18
0xab770d7c1f37c5658881877cdafde9c028ed6799,COME,COME,18
0xa94c3f6453b115e7e68ecd833efc1f322b3278e0,MUT,MUT Block Chain,18
0xaf55787f6f40f17e6de9987058817c558b8cef52,,,18
0x2f3ab0e4b5545ce373ca1cec0931c3532416d699,,,18
0x760b8b38a0bd67d5fbd067a46c8bab797d9648b7,SHOP,SHOP,18
0x305615737ca8d00b2425b06238047cf10c57ed1c,,,
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6,,,
0xd86a0b407e2c378f6eced3c4b84f91a7f491aaee,DEAD,DO NOT USE - Disabled,0
0x48ab32f6f4b163829a5c7b0f3f262b79760a9c55,,,0
0x2a070c51192f081cfefe23fed3c8df4dd242fdb6,DG2,D. Godín,0
0x1fe4857b85f3e280d5e5a34d1596070cdbfc6e65,MTR,MTR,1
0xe375fd071d9bc1de700d487c591181a7632c05ff,agt,Aggregating Chain Token,2
0x41e05c0dc2d6e03d34c0831e66eba83a3603eeee,HDSL,HDSL,2
0x02ea97a845a718f00bc99cbe73e041ff41e07f69, TRV, Travelcoin,5
0x7a1f53ee63851a4a6bfc6a34a1fe5c1ca20aec64,VTTC,VTTCoin,5
0xfd818d75d90e85a0fa0946943776c286555def44,TAT,TattooCoins,6
0x1af28790514cc2254ab431dd5a00d1a311c5791d,lll,Illuminati,6
0xd9ee10aaa5718ba299a04a8b252f598fcd106a46,CXK,CaiXuKun,6
0x45d290b093f696bc71101124ba1dd28fd4505a24,KEY,KEY,7
0x318333afe175f02febab66bb2b8372e041c57524,1918.cx,Sunac China Holdings Limited,8
0x1cf9645a1ceb238e8432e4f315809ba13e80ace5,XBT,XBT Token,8
0x6d8d513acc2ebecd02c95b0e34bba4e6b336efc0,BB2,BOBOv2,8
0x618d50937d1c68368d1570b43b9329a8e33907db,MVCC,Master Value Network ,8
0xed968c30bc4038cb1e3d5860e5d36c7c74328cc3,LEC,Lendera,10
0x7c417897bfe642bb5acaad9bca38942ca7d08701,UCH,UCHE TOKEN,14
0x4f1d504c39daa5f46598f463558bbd93f47d8f8b,,,18
0x85b31060b7b624c35a321b43c414de456024eac7,ADO,AGADRO CRYPTO,18
0x81a05d9c1c7b879677496b7cf2a445614dc20415,ATT,AtToken,18
0xd5ef77e6c280111073be4dd0bf59be875d6601eb,HOC,Hoshi coin,18
0xc7448e1e9d4ad94728746f6dcd9677683cb2ee80,ZEN_TEST_2,ZEN_TEST_2,18
0xa2971810f317b31903deceaf1e45f11a95bbe4fa,LILI,lili,18
0x7e95ed18bb53d279beadd4cd4e1a4fa37158d772,#,qls,18
0xab7fb3b0068ae872a51c2cb7cc88828c1ae20680,GAEX,GAEX Token,18
0xa26cbb76156090f4b40a1799a220fc4c946afb3c,YNG,Young,18
0x6b56e371bf970b8870ce04ee7956a89625364293,ETH,ETH...,18
0xd22572e1608e4ba76274473b1b5879a03cdb07f8,DGW,DigiWill,18
0x08f2d5d48200b87e5bbdc20fd3dd94c2c1cbc70c,MTTC,MTT CHAIN,18
0xf94a33298a3441f30a283e2e68311336320800d3,HAMU,HamuCoin,18
0xe1cc20a067fff42d9e6056e609644398f11c84a8,,,
0x95411d0acaa34aaaf85c0ea55a8fde2cefb3d610,,,
0xa78355a95d7f57a775e8f31f78feb62848b140f3,,,
0xb239e65c93d5755bdaf326a547d4c82ece3a06ea,,,
0x98ec7d56024c4e576e691b32a5ba284f9b15be38,EC,EtherCities.io City,
0xae6bc21c75578ea0324acb79934bd3ac308e1382,TRTZ,Treatz Coin,
0xa9a6e5e2189f55d6960496be560c77dd2e4188a1,,,0
0xc280a7f5ecee3fb6dbad64fa2f1498bf5636deb8,,,0
0x40a8eab5519936c2f0aa586b6fe751977de31f97,CS323,CS323,0
0xd0d74b2039476a0ff85c65ec0bf399aac819fc2a,SLT,Share of Lottery Token,0
0x9948f30a0ab33c483bb51d922922ceca0e50d622,KCN,Kool Easy Coin,0
0xfbdc8b774644b420dcab45ddf3ffaa394bbd6760,BTCXXR,BTCUSD XX,2
0xa71418c8e82e058b1efc7677d027f30e18cc310e,cccc,ccccoin,4
0xa0b7ff3ee6bfa9c3fd19b1616ba92e48dabd4f80,📖天上聖母媽祖經📖,📖天上聖母媽祖經📖,4
0x61cea6e0a6d9cb0f9c2aeda7a46254e627c541f0,AMA,Amatumamare,5
0x51c833384bedf59691650257b3c5906e058d5818,BTCB,BitcoinBlue,8
0x627a4ef767dc730ff65e02a073921178f65d5af2,Astion,Astioncoin,8
0xda2190c97cc00dd7ec0c2d703e2f91577d574469,scammmtqt.io,scammmttq.io,18
0x3d053e4b0d331981502d0a22db65a57699bb9f52,DIV,DivVC,18
0x7bcbc749a7f0a4dee0cecc590bfc8b9bedd18090,ITT,International certification,18
0xd3717c6bd34dda764eabc8b1239285599287e4a9,PART,Part,18
0xea381d241153a384af27c3688f695f06faf58795,ETD,EMPOWERTHEDAO,18
0xb8aea7893e6842b951e3e22a4008a7ce1a859262,pOWU5iMOI9O0Q623yuBq,pOWU5iMOI9O0Q623yuBq,18
0x7ca337a898d5f18487da6e8aeb7370a0116058fe,GFG,GoodFuckingGame,18
0xd7109e7d02c8637158ca7bc3d7c500dbcc40e3cd,POLK,Polka Fuel,18
0x4dc1e8bacc26d563941dcb59c72bd9fe58663778,sXRP,Synth sXRP,18
0xade05dc88b18c4a504b22e47e92d00a552df436f,TBBX2X,TestBitBeriX,18
0xe7b4e1a9d7bde5ce5b2fd0c89a671292f2696a8f,MANG,Mangosteen,18
0x5d83d35591dd45cf09de7029681e55a70769d3bb,EGXA100,EGXA100,18
0xc996dd5e9006f589d5e2c9bcc7589114186100b6,ETHT,ETH TOP,18
0x400c969095ebb8b053956105458ff033e58fc025,EGL,Eagle,18
0x1bd27ac7baf40bb5d3d540b99e3f335e24caaab8,BTN,BitOptions,18
0xfa26c4b3ef72298b2a65ecec0532ee074b04d6ed,upc, Upstream of chain,18
0x67d5a19e78da06e1f44c2880193e248b3978588a,ETW,ETW,18
0x7eca1cc62baa46b9bd4f59425cca8e4c244b805a,Xmc,XinMeicoin,18
0xfe5c006abb8009aa4d645bcb6515e16f128bbdce,CLV,CLV,18
0x041b37c9cd51a76633d6a378246660bd7fb0b80f,TTC,TTTC,18
0x48294aef8d2c9c109196ab3067c0b72e9b0f79ce,BEE,BEE TOKEN,18
0x14b6cf8f10a4916fc9fcbbce9274404382031bb2,SMC,SMC,18
0xb6807d9e1e00745714c707d5c8f546d53b1089a3,FTZ,FinTechOZ,18
0x9726f0df6e007c721e8ed21b9fcc6c66573b1193,HXA,hex alpha,18
0x27bc53596dc0ea71de3c65c799d8e6c96c1dda98,YJM,YunJiaMi,18
0x5d1252ccfb46313a7bbf2fb4872899aef3e22672,,,
0x1688c5931cbded28902decf7faac68aa5fa9d426,BSYOBED,BSYOBED,
0x11bf94107fcd20f1c041dccf858f189c319ee75d,,,
0x05da776d8d68bd8795b11fe247bc6c0ead45c7e0,,,
0x077cc49ddf3987261a17530bfc1f853dd6bdee5c,DUSC,DoubleDollar,0
0xe47c682088034afe5af19637125bd1d58684aeca,NGT,Next Global Technology Coin,1
0xb9eb08311fed95fd1baf48ccae8c6b746be9f35b,QYTT,QY Testing Token,2
0xf8988384f9711b0d2c77f3e4e0f6559cdae9ad8a,RTGR,RedTiger,2
0xe15254a13d34f9700320330abcb7c7f857af2fb7,KAPA,KAPA COIN,2
0x506969ee905c745f22980ed15f7619ebe510464e,KRINO,Krisztike Token,3
0x703f058e239315b39fdeed430cf46260afd59933,REDCHIP,REDCHIP,3
0x4b71b396f94d109afaf5e6c568bc6163eaff9265,TMT,TestMineToken,6
0x6edd4faa59eb8266c38d60b415c43604b52e2b9e,test,test Token,6
0xe3458028a71c66769fe768c674b18d5387cee91b,LCASH,HashnodeTestCoin,6
0x29bb4539ccd61a8ca4b08da8577f356b3f38833b,RaBot,White RaBot,8
0x492cae5a8d05ae2dc1d4c1e78ebe6a5eb1124a6a,BYC,BaoYuanChain,8
0x436943711efa62e56047122205ee61e7f97f50af,CSA,CSA,8
0x9e8b3a3a0deb0084cce7f2aa327b888da4d8f1fe,DIGG,Project-DIG,8
0xf74d0478b4de75afaea979d22e2f7171b9f156da,ADOPT,Adopt Token,18
0xe00998332cae3a6617290a9d252fd081b5a9a91b,PAY,TenX Pay Token,18
0x43e879274a2da7d32dd4fb474db3923909773dc8,TKN2,Token2,18
0xf10d54fa88789a6d7a1d21b0c9fdd7f32dedca86,,,18
0x7a703b8f11ca6555cd5a2bbcd8ea264930c14611,PUSD,PayUSD,18
0xdb96f8cbae90d8d0fd076204c3d77ac28695e7e2,ABC,,18
0xaad76a037173bbc7d8b68c39081923d25a7c7ba0,SEVEN,Sevenfinance,18
0x0542be19dbcbb0028a64423c5062587ed7e57aa9,WT1,WorkToken,18
0xf6b63c81bf5335e84dcb1e121e2da0b517f1eb65,DORB,DevOrb,18
0x20fa80d522a8b6964f778722df411ffb71f689b6,C13,HechoC13,18
0x6c83d329891d4a25c610a84638823e87170e7e01,ZHY,ZHY,18
0xe30682940034ba1cb153eed9defad1ca063acce3,ZJL,zjl,18
0xa93181b99cc9578e76c167a01d19b8ba2ba54a53,USDT,USDT,18
0x8cd72659d3f5776a8c6c320e74c74c6503cef109,ETH,Etherieum,18
0xcf2e8280d1779ce01367a24b832b82e1564e643a,ＨＴ,huobi,18
0x3c93d1d653b5ecfcd382478bcf26bf656c8bde04,CITROEN, Citroen Coin,18
0xbbe18752a08dae6a0764be4d997c5d38873a3658,ETH,ETH,18
0x2a9e7636cb97a6be13cbc708a4b5c8cc16404a49,BGC,BGC Token,18
0x17e0cf8c7273b9404e8bbc3cb3380386b6b71645,DigiC,Digi coin,18
0x9dddfb55d772f5c80a479d2f168e2cfe60b12b92,d0x,district0x Token,18
0x2229d36e31e15347f0262e056da898934df0bd74,INV,InvisiCoin,18
0x63a049496c1d24d727fdb5af59838562a5aea981,ODX,ODX Token,18
0xe8c65be49e76adbdef289b12ee648e6c5fa117a2,WKH,WKCash,18
0xb7be9c14cfa34d2bd58eb34982ee3c7842a967e2,COIC,COIC,18
0x94c19d6b9d0a714336e6b8130959b6ffdfac9c2c,ATB,AutoBit,18
0xf81ed1f532e5d3928910fdb7f80ec0d1f69e1089,Musk1,Medal in tribute to musk,18
0x017d0eba44e2320572d53375c78d919d15b358c3,HIC,HiCoin,18
0xd4def15894039d4a3bc72898ab4058e9b60ed35a,FANX,FanX Token,18
0x2c384979e79e902d42355a69a006f89a1573fa78,,,
0x75e6579b7818ec0354220522d1ae9ad0373356ea,,,
0x24a3e1447b149562e5190c3217b7dea990511670,,,0
0x89eade596a1ee3f6088a578810fd126935e99d74,MRMT,Mana - Raisemana Main Test,0
0x603a3c7953b5715f119b470ac29a3348e615023a,晓军麻辣烫,TheToken,0
0x530ca09e560d822b67373f4f016c3ce6a723c3a2,,,0
0x8c4cb54023acc958f35bc01a8ab467d5f94d34a0,SIXEX TOKEN,SIXEX,0
0x364f079f419ff02ce5ca043328b7286c37836868,Lockcoin  Ecological Token,LET,1
0xceb8652de51c77245226ea8b35858114d41f1b99,Redin,Redin international co. Ltd.,3
0x0064fbb3f58de455a07b674b9ef6da96553ef9be,VOXXO,VOXXO,4
0x7688f53f963f5d821ce56f61859eec0c5fa6c3d4,GTO,GTO,5
0xf3ec0ee6c8d13685fa68dce8a39ecb45ecfabb95,GHST01,Green Hallmark Solar Token 1,6
0x892079f9e462eb5fa1a9505cd1e9ef25d7fb9915,yHEXT,yHEXT,6
0x1f53e0a3699774d1a1bc92f3ca65cc1fef96901f,RSX.cx,VanEck Vectors Russia ETF,8
0x63f50e26dd578a5fd1443aff0ae3041c00bdb1c3,VHC,VouchCoin,8
0x146fbe06e088e2667f9fac4d86e2fedde962694c,BTC,B token,18
0x79ae80f701a584b228003a535ae2a7a3d32ed720,,,18
0x94658d8b6b54c860898e8403fbb323079fd720af,,,18
0xab0c9850baacf24efa368b57c2822ce73b60794c,REPUSDB,Reputation Smart Relay Token,18
0x2c3530bf7d27fa8ad2031fee3f35e14dba99bb91,MELC,Melecoin Token,18
0xf4c8f3f9f157cc1081e2d32aabf62a1781b14791,YDM,YDM,18
0x2d6977f23d50095dcd465fa509f1f9fa23b85e41,JRL,JRL Token,18
0x109a760d873efa2f452b89b8fc230b16984fcd6b,ZHENG,WANG,18
0xfe534187e3080ec303aa50dac3dba82cfdd0abbe,RF69,RFI 6ix9ine,18
0x55739ac3e8d49b19eb59d9ae7741fe15b5d913cb,FCB,fcb.finance,18
0x281389214a4d9e2532e1fa6ea9f9826f3fd53229,FIL3,Filecoin 3 Futrue,18
0xed2c14775353920348150f4457d86574120587c0,BearU1,BearU1,18
0x5ed072eef1db8b07d7ce6bb5d877fc429a0dbd53,TIP,TIP Token,18
0xd800639007113e354bf0f56dca8607e5cc735b07,PHL,PIAOHAILIAN,18
0xca71dfdf057edf64a234698befeccb53edb7b2c4,XPIX,XPIX BR,18
0xfb3ddcabbdc9545b271c999cd13a1390ff75d28c,AUSC,AUSCCHAIN,18
0x298be70c3a00bae5ff597c16aaf7dde38920deb9,DPC,dappcoin,18
0x966f80870101063a5c39363cf2630afa1445a10e,BRG,Bridge.link,18
0xae3a05eee2f79c3a751b1c92ebaad31c6ac43e52,CSC,创世币,18
0x51cd26353d880bd62aa3f2984859a88042048e68,ECT,Ecoshare Community Token,18
0xc4b743dcbc67338423252c895ba09a203cbc0a88, Gecosh Token,GCS,18
0x87c2394331be1922befaab5f70abd66a29de20bc,BTV,BlockTrivia Token,18
0xd448898c884e4e8357c17c790a6d1bef8db1a08b,FOOD,Biolokio,18
0x521aac5b3100e0346a863fb8e9d50194d82b8788,Morty,Pick Or Morty,18
0xfa7d417e50a4bf1178e86f15ac89e867ac39af6e,OPT,OPT期权通证,18
0x304e52b3a2d5ff618da436134e9a6c405e4b0a22,MSTH,MinShengTong Health,18
0x86fac41bb829b632cfc95cad23d1c736ab732449,PVPBOT,PVPTRADING,18
0x340ef83ec8560892168d4062720f030460468656,ETHM,Ethereum Meta,18
0x21fa755015a8b7eb9998fe3b73e3426d5a86968a,testCAT2,testCAT2,18
0x9ad085cb8bd2d0bdb8f1af909e39bf36f210b3d8,,,
0x7e39b548ffe79f2bd3bdf855ba9a2639d7254795,PENT,PentacoreToken,
0xc2154fd90ec71dee0b47168085c1e20aab587518,AI9,DigitalArtCollective,
0xa6b362cb5d328b1585fd77a321e4de4498ba705b,,,
0x659adf576ef752ab0eb61a753939eea20824e732,DH,Dryden Hunt,0
0x2878206c610367e906f040a20ffaa28cfc30decf,RR,Ryan Reaves,0
0x8f94bc777cb8b6876cd2410da3a6f796733212f5,HTDG,HOTDOGPEPE,0
0xca261e2d104493cdd8b345acfe424a2dc971b727,LVGSG,LotteryVGSgreen,0
0x8e35ef6acd0a6f168cc028ca96be987cbb048e12,IFPS,International Federation for Produce Standards Token,0
0x106d328ed26c663db7b69e82476d23f198a2efbb,btwn,brampton,0
0xa8cbd21faf0cc087c9f6beeb7ff8f4f477462cfc,Turd,POS,0
0xb60e133dacf00b6f560909dc0a5311ae7f9a659b,GYMS,Gymcoin,0
0xdb0b753f7c54b5f20c78895a234155e7d90052f6,KORGI,Korgi Muchi Token,2
0x52a9a8c9ebac32f8b54616e24eadc723904300b9,COIN,COINSDE,4
0x446abb1509f1df6c3ac16d5d9a977b6f7f7d9349,dos,dos,4
0x075e3b0912f61fd347900c8130a253f29e4c7201,Xchain,Xchain,6
0xc23447ba70a10cd5ce4b8e476166e17ccd49bfd4,MACH,MACH Exchange,8
0xf70a4c6aefb44149dcd84d24657c65619ec4e715,CNXZ,CoinexToken,8
0x9d3fa3714143e00a43ae1593627efbbc4a39deef,EDXC,eduCash,8
0x1abb44dbcbee93f645b3d81becc8903b3d7bd6a6,GTKN,GTKN,18
0xdff933589dfdc864b1bdb47291c45eb36aef7ab1,,,18
0x3662ff383845802dbbb4b8aa5fd0ad51781b5eb6,META,MetaMark,18
0x700c4cfa9b71e0468cc845f0c1056db3bd0fafa5,BNT,Bancor Network Token,18
0xc204ebcd1141bc8df5d6fe5dca1aea018468a36b,LTT,LETHANHTU TOKEN,18
0x5f38ed65c19318b43dc792fc19ddd418d0186cbc,HKS,HayekSystems,18
0x10f70baa4146a7ed30e2f7f5b66bcf7a67d7c7e7,1NET,One Network,18